序号,学校名称,主管部门,省份,城市,985,211,双一流,类型,层次,性质,状态
1067,扬州大学广陵学院,江苏省教育厅,江苏,扬州,,,,综合,本科,民办,成功
1068,江苏师范大学科文学院,江苏省教育厅,江苏,徐州,,,,师范,本科,民办,成功
1069,南京邮电大学通达学院,江苏省教育厅,江苏,扬州,,,,综合,本科,民办,成功
1070,南京财经大学红山学院,江苏省教育厅,江苏,南京,,,,财经,本科,民办,成功
1071,江苏科技大学苏州理工学院,江苏省教育厅,江苏,苏州,,,,综合,本科,民办,成功
1072,常州大学怀德学院,江苏省教育厅,江苏,泰州,,,,综合,本科,民办,本省未招生
1073,南通大学杏林学院,江苏省教育厅,江苏,南通,,,,综合,本科,民办,成功
1074,南京审计大学金审学院,江苏省教育厅,江苏,南京,,,,综合,本科,民办,成功
1075,浙江树人学院,浙江省教育厅,浙江,杭州,,,,0,本科,民办,成功
1076,浙江越秀外国语学院,浙江省教育厅,浙江,绍兴,,,,0,本科,民办,成功
1077,宁波财经学院,浙江省教育厅,浙江,宁波,,,,0,本科,民办,成功
1078,浙江广厦建设职业技术大学,浙江省教育厅,浙江,金华,,,,0,本科,民办,成功
1079,浙江工业大学之江学院,浙江省教育厅,浙江,杭州,,,,理工,本科,民办,成功
1080,浙江师范大学行知学院,浙江省教育厅,浙江,金华,,,,综合,本科,民办,成功
1081,宁波大学科学技术学院,浙江省教育厅,浙江,宁波,,,,综合,本科,民办,成功
1082,杭州电子科技大学信息工程学院,浙江省教育厅,浙江,杭州,,,,理工,本科,民办,成功
1083,浙江理工大学科技与艺术学院,浙江省教育厅,浙江,杭州,,,,理工,本科,民办,成功
1084,浙江农林大学暨阳学院,浙江省教育厅,浙江,绍兴,,,,综合,本科,民办,成功
1085,温州医科大学仁济学院,浙江省教育厅,浙江,温州,,,,医药,本科,民办,成功
1086,浙江中医药大学滨江学院,浙江省教育厅,浙江,杭州,,,,0,本科,民办,无效数据
1087,杭州师范大学钱江学院,浙江省教育厅,浙江,杭州,,,,0,本科,民办,无效数据
1088,浙江工商大学杭州商学院,浙江省教育厅,浙江,杭州,,,,财经,本科,民办,成功
1089,中国计量大学现代科技学院,浙江省教育厅,浙江,杭州,,,,理工,本科,民办,成功
1090,浙江财经大学东方学院,浙江省教育厅,浙江,嘉兴,,,,财经,本科,民办,成功
1091,温州商学院,浙江省教育厅,浙江,温州,,,,0,本科,民办,成功
1092,同济大学浙江学院,浙江省教育厅,浙江,嘉兴,,,,0,本科,民办,本省未招生
1093,上海财经大学浙江学院,浙江省教育厅,浙江,金华,,,,财经,本科,民办,成功
1094,西湖大学,浙江省教育厅,浙江,杭州,,,,0,本科,民办,本省未招生
1095,安徽三联学院,安徽省教育厅,安徽,合肥,,,,0,本科,民办,本省未招生
1096,安徽新华学院,安徽省教育厅,安徽,合肥,,,,0,本科,民办,成功
1097,安徽文达信息工程学院,安徽省教育厅,安徽,合肥,,,,0,本科,民办,本省未招生
1098,安徽外国语学院,安徽省教育厅,安徽,合肥,,,,0,本科,民办,本省未招生
1099,蚌埠工商学院,安徽省教育厅,安徽,蚌埠,,,,0,本科,民办,成功
1100,安徽信息工程学院,安徽省教育厅,安徽,芜湖,,,,0,本科,民办,成功
1101,马鞍山学院,安徽省教育厅,安徽,马鞍山,,,,0,本科,民办,成功
1102,合肥城市学院,安徽省教育厅,安徽,合肥,,,,0,本科,民办,成功
1103,合肥经济学院,安徽省教育厅,安徽,合肥,,,,0,本科,民办,本省未招生
1104,芜湖学院,安徽省教育厅,安徽,芜湖,,,,0,本科,民办,成功
1105,安徽医科大学临床医学院,安徽省教育厅,安徽,合肥,,,,医药,本科,民办,成功
1106,阜阳理工学院,安徽省教育厅,安徽,阜阳,,,,0,本科,民办,成功
1107,淮北理工学院,安徽省教育厅,安徽,淮北,,,,0,本科,民办,本省未招生
1108,皖江工学院,安徽省教育厅,安徽,马鞍山,,,,0,本科,民办,成功
1109,仰恩大学,福建省教育厅,福建,泉州,,,,0,本科,民办,成功
1110,厦门华厦学院,福建省教育厅,福建,厦门,,,,0,本科,民办,成功
1111,闽南理工学院,福建省教育厅,福建,泉州,,,,0,本科,民办,成功
1112,泉州职业技术大学,福建省教育厅,福建,泉州,,,,0,本科,民办,成功
1113,闽南科技学院,福建省教育厅,福建,泉州,,,,0,本科,民办,本省未招生
1114,福州工商学院,福建省教育厅,福建,福州,,,,0,本科,民办,本省未招生
1115,厦门工学院,福建省教育厅,福建,厦门,,,,0,本科,民办,本省未招生
1116,阳光学院,福建省教育厅,福建,福州,,,,0,本科,民办,成功
1117,厦门大学嘉庚学院,福建省教育厅,福建,漳州,,,,综合,本科,民办,成功
1118,福州大学至诚学院,福建省教育厅,福建,福州,,,,综合,本科,民办,成功
1119,集美大学诚毅学院,福建省教育厅,福建,厦门,,,,综合,本科,民办,成功
1120,福建师范大学协和学院,福建省教育厅,福建,福州,,,,综合,本科,民办,成功
1121,福州外语外贸学院,福建省教育厅,福建,福州,,,,0,本科,民办,成功
1122,泉州信息工程学院,福建省教育厅,福建,泉州,,,,0,本科,民办,成功
1123,福州理工学院,福建省教育厅,福建,福州,,,,0,本科,民办,成功
1124,福建农林大学金山学院,福建省教育厅,福建,福州,,,,综合,本科,民办,本省未招生
1125,江西科技学院,江西省教育厅,江西,南昌,,,,0,本科,民办,成功
1126,江西工程学院,江西省教育厅,江西,新余,,,,0,本科,民办,成功
1127,南昌理工学院,江西省教育厅,江西,南昌,,,,0,本科,民办,成功
1128,江西应用科技学院,江西省教育厅,江西,南昌,,,,0,本科,民办,成功
1129,江西服装学院,江西省教育厅,江西,南昌,,,,0,本科,民办,成功
1130,南昌职业大学,江西省教育厅,江西,南昌,,,,0,本科,民办,成功
1131,南昌工学院,江西省教育厅,江西,南昌,,,,0,本科,民办,成功
1132,南昌大学科学技术学院,江西省教育厅,江西,南昌,,,,综合,本科,民办,成功
1133,南昌大学共青学院,江西省教育厅,江西,九江,,,,综合,本科,民办,本省未招生
1134,南昌交通学院,江西省教育厅,江西,南昌,,,,0,本科,民办,成功
1135,南昌航空大学科技学院,江西省教育厅,江西,南昌,,,,理工,本科,民办,成功
1136,景德镇艺术职业大学,江西省教育厅,江西,景德镇,,,,0,本科,民办,成功
1137,江西农业大学南昌商学院,江西省教育厅,江西,南昌,,,,综合,本科,民办,成功
1138,江西师范大学科学技术学院,江西省教育厅,江西,南昌,,,,综合,本科,民办,成功
1139,赣南师范大学科技学院,江西省教育厅,江西,赣州,,,,综合,本科,民办,本省未招生
1140,南昌应用技术师范学院,江西省教育厅,江西,南昌,,,,0,本科,民办,成功
1141,江西财经大学现代经济管理学院,江西省教育厅,江西,南昌,,,,财经,本科,民办,成功
1142,江西软件职业技术大学,江西省教育厅,江西,南昌,,,,0,本科,民办,成功
1143,南昌科技职业大学,,江西,南昌,,,,,本科,民办,成功
1144,九江科技职业大学,江西省教育厅,江西,九江,,,,,本科,民办,本省未招生
1145,齐鲁医药学院,山东省教育厅,山东,淄博,,,,0,本科,民办,成功
1146,青岛滨海学院,山东省教育厅,山东,青岛,,,,0,本科,民办,成功
1147,烟台南山学院,山东省教育厅,山东,烟台,,,,0,本科,民办,成功
1148,潍坊科技学院,山东省教育厅,山东,潍坊,,,,0,本科,民办,本省未招生
1149,山东英才学院,山东省教育厅,山东,济南,,,,0,本科,民办,成功
1150,青岛恒星科技学院,山东省教育厅,山东,青岛,,,,0,本科,民办,成功
1151,青岛黄海学院,山东省教育厅,山东,青岛,,,,0,本科,民办,成功
1152,山东现代学院,山东省教育厅,山东,济南,,,,0,本科,民办,成功
1153,山东协和学院,山东省教育厅,山东,济南,,,,0,本科,民办,成功
1154,山东工程职业技术大学,山东省教育厅,山东,济南,,,,0,本科,民办,成功
1155,烟台理工学院,山东省教育厅,山东,烟台,,,,0,本科,民办,本省未招生
1156,聊城大学东昌学院,山东省教育厅,山东,聊城,,,,综合,本科,民办,本省未招生
1157,青岛城市学院,山东省教育厅,山东,青岛,,,,0,本科,民办,成功
1158,潍坊理工学院,山东省教育厅,山东,潍坊,,,,0,本科,民办,本省未招生
1159,山东财经大学燕山学院,山东省教育厅,山东,济南,,,,财经,本科,民办,无效数据
1160,山东外国语职业技术大学,山东省教育厅,山东,日照,,,,0,本科,民办,成功
1161,泰山科技学院,山东省教育厅,山东,泰安,,,,0,本科,民办,成功
1162,山东华宇工学院,山东省教育厅,山东,德州,,,,0,本科,民办,本省未招生
1163,山东外事职业大学,山东省教育厅,山东,威海,,,,0,本科,民办,本省未招生
1164,青岛工学院,山东省教育厅,山东,青岛,,,,0,本科,民办,成功
1165,青岛农业大学海都学院,山东省教育厅,山东,烟台,,,,综合,本科,民办,成功
1166,齐鲁理工学院,山东省教育厅,山东,济南,,,,0,本科,民办,成功
1167,山东财经大学东方学院,山东省教育厅,山东,泰安,,,,综合,本科,民办,成功
1168,烟台科技学院,山东省教育厅,山东,烟台,,,,0,本科,民办,成功
1169,青岛电影学院,山东省教育厅,山东,青岛,,,,0,本科,民办,成功
1170,黄河科技学院,河南省教育厅,河南,郑州,,,,0,本科,民办,成功
1171,郑州科技学院,河南省教育厅,河南,郑州,,,,0,本科,民办,本省未招生
1172,郑州工业应用技术学院,河南省教育厅,河南,郑州,,,,0,本科,民办,成功
1173,郑州财经学院,河南省教育厅,河南,郑州,,,,0,本科,民办,成功
1174,黄河交通学院,河南省教育厅,河南,焦作,,,,0,本科,民办,本省未招生
1175,商丘工学院,河南省教育厅,河南,商丘,,,,0,本科,民办,成功
1176,河南开封科技传媒学院,河南省教育厅,河南,开封,,,,0,本科,民办,成功
1177,中原科技学院,河南省教育厅,河南,郑州,,,,0,本科,民办,本省未招生
1178,信阳学院,河南省教育厅,河南,信阳,,,,0,本科,民办,本省未招生
1179,安阳学院,河南省教育厅,河南,安阳,,,,0,本科,民办,本省未招生
1180,豫北医学院,河南省教育厅,河南,新乡,,,,,本科,民办,本省未招生
1181,新乡工程学院,河南省教育厅,河南,新乡,,,,0,本科,民办,本省未招生
1182,郑州工商学院,河南省教育厅,河南,郑州,,,,0,本科,民办,成功
1183,郑州经贸学院,河南省教育厅,河南,郑州,,,,0,本科,民办,成功
1184,商丘学院,河南省教育厅,河南,商丘,,,,0,本科,民办,本省未招生
1185,郑州商学院,河南省教育厅,河南,郑州,,,,0,本科,民办,成功
1186,河南科技职业大学,河南省教育厅,河南,周口,,,,0,本科,民办,本省未招生
1187,郑州升达经贸管理学院,河南省教育厅,河南,郑州,,,,0,本科,民办,本省未招生
1188,郑州西亚斯学院,河南省教育厅,河南,郑州,,,,0,本科,民办,成功
1189,郑州健康学院,河南省教育厅,河南,郑州,,,,,本科,民办,本省未招生
1190,漯河食品工程职业大学,河南省教育厅,河南,漯河,,,,0,本科,民办,本省未招生
1191,武汉东湖学院,湖北省教育厅,湖北,武汉,,,,0,本科,民办,成功
1192,汉口学院,湖北省教育厅,湖北,武汉,,,,0,本科,民办,成功
1193,武昌首义学院,湖北省教育厅,湖北,武汉,,,,0,本科,民办,成功
1194,武昌理工学院,湖北省教育厅,湖北,武汉,,,,0,本科,民办,成功
1195,武汉生物工程学院,湖北省教育厅,湖北,武汉,,,,0,本科,民办,成功
1196,武汉晴川学院,湖北省教育厅,湖北,武汉,,,,0,本科,民办,成功
1197,湖北大学知行学院,湖北省教育厅,湖北,武汉,,,,综合,本科,民办,成功
1198,武汉城市学院,湖北省教育厅,湖北,武汉,,,,0,本科,民办,成功
1199,三峡大学科技学院,湖北省教育厅,湖北,宜昌,,,,综合,本科,民办,成功
1200,武汉文理学院,湖北省教育厅,湖北,武汉,,,,0,本科,民办,本省未招生
1201,湖北工业大学工程技术学院,湖北省教育厅,湖北,武汉,,,,理工,本科,民办,成功
1202,武汉工程大学邮电与信息工程学院,湖北省教育厅,湖北,武汉,,,,理工,本科,民办,成功
1203,武汉纺织大学外经贸学院,湖北省教育厅,湖北,武汉,,,,综合,本科,民办,成功
1204,武昌工学院,湖北省教育厅,湖北,武汉,,,,0,本科,民办,成功
1205,武汉工商学院,湖北省教育厅,湖北,武汉,,,,0,本科,民办,成功
1206,荆州学院,湖北省教育厅,湖北,荆州,,,,0,本科,民办,无效数据
1207,长江大学文理学院,湖北省教育厅,湖北,荆州,,,,综合,本科,民办,成功
1208,湖北商贸学院,湖北省教育厅,湖北,武汉,,,,0,本科,民办,成功
1209,湖北汽车工业学院科技学院,湖北省教育厅,湖北,十堰,,,,0,本科,民办,无效数据
1210,湖北医药学院药护学院,湖北省教育厅,湖北,十堰,,,,医药,本科,民办,成功
1211,湖北恩施学院,湖北省教育厅,湖北,恩施,,,,0,本科,民办,本省未招生
1212,湖北经济学院法商学院,湖北省教育厅,湖北,武汉,,,,财经,本科,民办,成功
1213,武汉体育学院体育科技学院,湖北省教育厅,湖北,武汉,,,,体育,本科,民办,无效数据
1214,湖北师范大学文理学院,湖北省教育厅,湖北,黄石,,,,师范,本科,民办,本省未招生
1215,湖北文理学院理工学院,湖北省教育厅,湖北,襄阳,,,,理工,本科,民办,本省未招生
1216,湖北工程学院新技术学院,湖北省教育厅,湖北,孝感,,,,综合,本科,民办,本省未招生
1217,文华学院,湖北省教育厅,湖北,武汉,,,,0,本科,民办,成功
1218,武汉学院,湖北省教育厅,湖北,武汉,,,,0,本科,民办,本省未招生
1219,武汉工程科技学院,湖北省教育厅,湖北,武汉,,,,0,本科,民办,成功
1220,武汉华夏理工学院,湖北省教育厅,湖北,武汉,,,,0,本科,民办,成功
1221,武汉传媒学院,湖北省教育厅,湖北,武汉,,,,0,本科,民办,成功
1222,武汉设计工程学院,湖北省教育厅,湖北,武汉,,,,0,本科,民办,成功
1223,长沙医学院,湖南省教育厅,湖南,长沙,,,,0,本科,民办,成功
1224,湖南涉外经济学院,湖南省教育厅,湖南,长沙,,,,0,本科,民办,成功
1225,湘潭大学兴湘学院,湖南省教育厅,湖南,湘潭,,,,综合,本科,民办,本省未招生
1226,湖南工业大学科技学院,湖南省教育厅,湖南,株洲,,,,综合,本科,民办,无效数据
1227,湖南科技大学潇湘学院,湖南省教育厅,湖南,湘潭,,,,综合,本科,民办,成功
1228,南华大学船山学院,湖南省教育厅,湖南,衡阳,,,,综合,本科,民办,成功
1229,湘潭理工学院,湖南省教育厅,湖南,湘潭,,,,0,本科,民办,成功
1230,湖南农业大学东方科技学院,湖南省教育厅,湖南,长沙,,,,综合,本科,民办,本省未招生
1231,中南林业科技大学涉外学院,湖南省教育厅,湖南,长沙,,,,综合,本科,民办,成功
1232,常德学院,湖南省教育厅,湖南,常德,,,,,本科,民办,成功
1233,岳阳学院,湖南省教育厅,湖南,岳阳,,,,,本科,民办,成功
1234,衡阳师范学院南岳学院,湖南省教育厅,湖南,衡阳,,,,综合,本科,民办,本省未招生
1235,湖南工程学院应用技术学院,湖南省教育厅,湖南,湘潭,,,,理工,本科,民办,成功
1236,湖南中医药大学湘杏学院,湖南省教育厅,湖南,长沙,,,,医药,本科,民办,成功
1237,张家界学院,湖南省教育厅,湖南,张家界,,,,0,本科,民办,成功
