查询院校名称,页面院校名称,主管部门,院校省份,城市,985,211,双一流,类型,层次,性质,省份,批次,科类,专业组,选科要求,专业,最低分,最低位次,人数,批次线差,备注
南京航空航天大学,南京航空航天大学,工业和信息化部,江苏,南京,,,双一流,理工,本科,公办,江西,本科批,首选物理,503,首选物理 再选化学,"工业工程-(中外合作办学)(一至三年级在南京市将军路校区就读，四年级学习地点根据培养计划具体安排。学费：拟按75000/生/年收费。)-2, 人工智能-(中外合作办学)(一至三年级在南京市将军路校区就读，四年级学习地点根据培养计划具体安排。学费：拟按75000/生/年收费。)-2",,,4.0,,
南京航空航天大学,南京航空航天大学,工业和信息化部,江苏,南京,,,双一流,理工,本科,公办,江西,本科批,首选物理,561,首选物理 再选化学,"材料科学与工程-(一、二年级在常州市天目湖校区就读，三、四年级在南京市将军路校区就读。)(国家专项)-3, 测控技术与仪器-(一、二年级在常州市天目湖校区就读，三、四年级在南京市将军路校区就读。)(国家专项)-2, 航空航天类-(飞行器设计与工程、飞行器环境与生命保障工程、飞行器动力工程、飞行器制造工程、航空航天工程、飞行器控制与信息工程)(国家专项)-2, 交通运输-(一、二年级在常州市天目湖校区就读，三、四年级在南京市将军路校区就读。)(国家专项)-2, 储能科学与工程-(国家专项)-2, 工业设计-(国家专项)-2, 智能建造-(一、二年级在常州市天目湖校区就读，三、四年级在南京市将军路校区就读。)(国家专项)-2, 应用统计学-(一、二年级在常州市天目湖校区就读，三、四年级在南京市将军路校区就读。)(国家专项)-2, 电子信息类-(电子信息科学与技术、信息工程)(一、二年级在常州市天目湖校区就读，三、四年级在南京市将军路校区就读。)(国家专项)-1, 机械工程-(国家专项)-1",,,19.0,,
南京师范大学,南京师范大学,江苏省,江苏,南京,,,双一流,师范,本科,公办,江西,本科批,首选物理,501,首选物理 再选不限,"外国语言文学类-(俄语、法语、西班牙语、日语、翻译)(外语语种要求：英语。)(外语要求:英语)-5, 国际经济与贸易-4, 教育技术学-(师范类)-3, 汉语言-3, 财务管理-2",,,17.0,,
南京师范大学,南京师范大学,江苏省,江苏,南京,,,双一流,师范,本科,公办,江西,本科批,首选物理,502,首选物理 再选化学,"计算机科学与技术-4, 食品科学与工程-4, 人工智能-4, 合成生物学-3, 生物科学类-(生物科学(师范、国家理科基地班)、生物技术、生态学)-3, 电气工程及其自动化-3, 自动化-3, 电子信息工程-3, 环境科学与工程类-(环境工程、环境科学)-2, 光电信息科学与工程-2",,,31.0,,
南京师范大学,南京师范大学,江苏省,江苏,南京,,,双一流,师范,本科,公办,江西,本科批,首选物理,503,首选物理 再选地理,地理科学类-(地理科学(师范、创新实验班)、自然地理与资源环境、人文地理与城乡规划、地理信息科学)-7,,,7.0,,
南京师范大学,南京师范大学,江苏省,江苏,南京,,,双一流,师范,本科,公办,江西,本科批,首选物理,561,首选物理 再选化学,"能源动力类-(能源与动力工程、能源与环境系统工程、能源服务工程)(国家专项)-5, 食品科学与工程-(国家专项)-4, 环境科学与工程类-(环境工程、环境科学)(国家专项)-3",,,12.0,,
江苏大学,江苏大学,江苏省,江苏,镇江,,,,综合,本科,公办,江西,本科批,首选物理,501,首选物理 再选不限,"工业工程-3, 信息管理与信息系统-3, 国际经济与贸易-2",,,8.0,,
江苏大学,江苏大学,江苏省,江苏,镇江,,,,综合,本科,公办,江西,本科批,首选物理,502,首选物理 再选化学,"车辆工程-4, 电子信息工程-4, 食品科学与工程类-(食品科学与工程、食品质量与安全、食品营养与健康)-4, 安全工程-4, 药学类-(药学、药物制剂)-3, 金属材料工程-3, 计算机科学与技术-3, 电气工程及其自动化-3, 机械设计制造及其自动化-3, 化学工程与工艺-3, 能源与动力工程-3, 材料类-(材料科学与工程、冶金工程)-3, 交通工程-3, 土木工程-3, 交通运输-3, 生物技术-3, 化学类-(化学、化学(师范)、应用化学)-3, 临床医学-(五年)-2, 口腔医学-(五年)-2, 储能科学与工程-2, 软件工程-2, 农业智能装备工程-2, 新能源科学与工程-2, 环保设备工程-2, 材料成型及控制工程-2, 环境工程-2, 光电信息科学与工程-2, 物理学-(师范类)-2",,,77.0,,
江苏大学,江苏大学,江苏省,江苏,镇江,,,,综合,本科,公办,江西,本科批,首选物理,561,首选物理 再选化学,"食品科学与工程类-(食品科学与工程、食品质量与安全、食品营养与健康)(国家专项)-4, 化学工程与工艺-(国家专项)-2, 安全工程-(国家专项)-2, 环保设备工程-(国家专项)-2, 材料类-(材料科学与工程、冶金工程)(国家专项)-2, 化学类-(化学、化学(师范)、应用化学)(国家专项)-2",,,14.0,,
河海大学,河海大学,教育部,江苏,南京,,,双一流,理工,本科,公办,江西,本科批,首选物理,501,首选物理 再选不限,"工程管理-(工程数智创新班)(大一、大三、大四在南京相应校区学习，大二在常州校区学习)-4, 金融工程-(大一在南京相应校区学习，大二起在常州校区学习)-4, 应急管理-(大一、大三、大四在南京相应校区学习，大二在常州校区学习)-3, 大数据管理与应用-(大一、大三、大四在南京相应校区学习，大二在常州校区学习)-2, 信息管理与信息系统-(大一、大三、大四在南京相应校区学习，大二在常州校区学习)-2",,,15.0,,
河海大学,河海大学,教育部,江苏,南京,,,双一流,理工,本科,公办,江西,本科批,首选物理,502,首选物理 再选化学,"港口航道与海岸工程-(大一、大三、大四在南京相应校区学习，大二在常州校区学习)-12, 水利水电工程-(大一、大三、大四在南京相应校区学习，大二在常州校区学习)-11, 水文与水资源工程-(大一、大三、大四在南京相应校区学习，大二在常州校区学习)-9, 计算机科学与技术-(大一、大三、大四在南京相应校区学习，大二在常州校区学习)-9, 电气工程及其自动化-(大一、大三、大四在南京相应校区学习，大二在常州校区学习)-8, 机械工程-(大一在南京相应校区学习，大二起在常州校区学习)-8, 数学类-(数学与应用数学、信息与计算科学)(大一、大三、大四在南京相应校区学习，大二在常州校区学习)-8, 能源与动力工程-(大一、大三、大四在南京相应校区学习，大二在常州校区学习)-7, 材料科学与工程-(大一在南京相应校区学习，大二起在常州校区学习)-7, 农业水利工程-(大一、大三、大四在南京相应校区学习，大二在常州校区学习)-6, 新能源科学与工程-(大一在南京相应校区学习，大二起在常州校区学习)-5, 工程力学-(大一、大三、大四在南京相应校区学习，大二在常州校区学习)-5, 海洋科学-(大一、大三、大四在南京相应校区学习，大二在常州校区学习)-5, 水利类-(大禹直升班)(水文与水资源工程、水利水电工程、港口航道与海岸工程)(大一、大三、大四在南京相应校区学习，大二在常州校区学习)-4, 水务工程-(大一、大三、大四在南京相应校区学习，大二在常州校区学习)-4, 智慧水利-(大一、大三、大四在南京相应校区学习，大二在常州校区学习)-4, 遥感科学与技术-(大一、大三、大四在南京相应校区学习，大二在常州校区学习)-4, 智能制造工程-(大一在南京相应校区学习，大二起在常州校区学习)-4, 测绘工程-(大一、大三、大四在南京相应校区学习，大二在常州校区学习)-4, 地理信息科学-(大一、大三、大四在南京相应校区学习，大二在常州校区学习)-4, 应用物理学-(大一、大三、大四在南京相应校区学习，大二在常州校区学习)-4, 土木工程-(大一、大三、大四在南京相应校区学习，大二在常州校区学习)-3, 机器人工程-(大一在南京相应校区学习，大二起在常州校区学习)-3, 交通工程-(大一、大三、大四在南京相应校区学习，大二在常州校区学习)-2, 智能科学与技术-(大一在南京相应校区学习，大二起在常州校区学习)-2, 计算机类-(大禹直升班)(计算机科学与技术、电气工程及其自动化)(大一、大三、大四在南京相应校区学习，大二在常州校区学习)-2, 给排水科学与工程-(大一、大三、大四在南京相应校区学习，大二在常州校区学习)-2, 自动化-(大一在南京相应校区学习，大二起在常州校区学习)-2, 环境工程-(大一、大三、大四在南京相应校区学习，大二在常州校区学习)-2, 环境科学-(大一、大三、大四在南京相应校区学习，大二在常州校区学习)-2, 土地整治工程-(大一、大三、大四在南京相应校区学习，大二在常州校区学习)-2, 物联网工程-(大一在南京相应校区学习，大二起在常州校区学习)-2, 电子信息工程-(大一在南京相应校区学习，大二起在常州校区学习)-2, 地质工程-(大一、大三、大四在南京相应校区学习，大二在常州校区学习)-2, 通信工程-(大一在南京相应校区学习，大二起在常州校区学习)-2, 智能建造-(大一、大三、大四在南京相应校区学习，大二在常州校区学习)-2, 智能制造工程-(未来技术班)(大一在南京相应校区学习，大二起在常州校区学习)-2, 软件工程-(大一、大三、大四在南京相应校区学习，大二在常州校区学习)-2",,,168.0,,
河海大学,河海大学,教育部,江苏,南京,,,双一流,理工,本科,公办,江西,本科批,首选物理,503,首选物理 再选化学,"土木工程-(中外合作办学)(大一、大三、大四在南京相应校区学习，大二在常州校区学习)(中外培养模式：4+0)-5, 机械工程-(中外合作办学)(大一在南京相应校区学习，大二起在常州校区学习)(中外培养模式：4+0)-3",,,8.0,,
河海大学,河海大学,教育部,江苏,南京,,,双一流,理工,本科,公办,江西,本科批,首选物理,561,首选物理 再选化学,"土木工程-(大一、大三、大四在南京相应校区学习，大二在常州校区学习)(国家专项)-3, 环境生态工程-(大一、大三、大四在南京相应校区学习，大二在常州校区学习)(国家专项)-2, 水务工程-(大一、大三、大四在南京相应校区学习，大二在常州校区学习)(国家专项)-2, 海洋技术-(大一、大三、大四在南京相应校区学习，大二在常州校区学习)(国家专项)-2, 自然地理与资源环境-(大一、大三、大四在南京相应校区学习，大二在常州校区学习)(国家专项)-2, 海洋科学-(大一、大三、大四在南京相应校区学习，大二在常州校区学习)(国家专项)-2, 测绘工程-(大一、大三、大四在南京相应校区学习，大二在常州校区学习)(国家专项)-2, 地质工程-(大一、大三、大四在南京相应校区学习，大二在常州校区学习)(国家专项)-1",,,16.0,,
徐州医科大学,徐州医科大学,江苏省,江苏,徐州,,,,医药,本科,公办,江西,本科批,首选物理,501,首选物理 再选化学,"麻醉学-(五年)-4, 临床医学-(五年)-4, 医学影像学-(五年)-2",,,10.0,,
江苏师范大学,江苏师范大学,江苏省,江苏,徐州,,,,师范,本科,公办,江西,本科批,首选物理,502,首选物理 再选不限,"经济学-3, 金融工程-3, 大数据管理与应用-3, 财务管理-3, 法学-3, 行政管理-3, 物流管理-3, 应用心理学-2, 社会工作-2",,,25.0,,
江苏师范大学,江苏师范大学,江苏省,江苏,徐州,,,,师范,本科,公办,江西,本科批,首选物理,503,首选物理 再选化学,"遥感科学与技术-4, 光电信息科学与工程-3, 电子信息工程-3, 材料科学与工程-3, 制药工程-3, 物理学-(师范类)-3, 化学-(师范类)-3, 机械设计制造及其自动化-3, 软件工程-3, 智能交互设计-3, 统计学-2, 生物科学-(师范类)-2, 生物技术-2, 生物制药-2",,,39.0,,
江苏师范大学,江苏师范大学,江苏省,江苏,徐州,,,,师范,本科,公办,江西,本科批,首选物理,504,首选物理 再选地理,地理科学-(师范类)-3,,,3.0,,
南京医科大学,南京医科大学,江苏省,江苏,南京,,,双一流,医药,本科,公办,江西,本科批,首选物理,501,首选物理 再选化学,"临床医学-(五年)-5, 临床医学-(5+3一体化)(五年)-2, 预防医学-(五年)-2",,,9.0,,
南京医科大学,南京医科大学,江苏省,江苏,南京,,,双一流,医药,本科,公办,江西,本科批,首选物理,502,首选物理 再选化学,"医学影像技术-7, 护理学-6, 康复治疗学-2",,,15.0,,
南京医科大学,南京医科大学,江苏省,江苏,南京,,,双一流,医药,本科,公办,江西,本科批,首选物理,503,首选物理 再选不限,"医疗保险-1, 英语-(外语语种要求：英语。)(外语要求:英语)-1",,,2.0,,
南京农业大学,南京农业大学,教育部,江苏,南京,,,双一流,农林,本科,公办,江西,本科批,首选物理,501,首选物理 再选不限,"公共管理类-(土地资源管理、人力资源管理、劳动与社会保障、行政管理)-2, 农林经济管理-2, 会计学-2, 金融学-2, 物流工程-2, 信息资源管理-2, 工业工程-2, 工程管理-2",,,16.0,,
南京农业大学,南京农业大学,教育部,江苏,南京,,,双一流,农林,本科,公办,江西,本科批,首选物理,502,首选物理 再选化学,"动物医学类-(动物医学、动物药学、兽医公共卫生)(五年)-12, 食品科学与工程类-(食品科学与工程、食品质量与安全、生物工程、食品营养与健康)-12, 环境科学与工程类-(环境工程、环境科学、农业资源与环境、生态学)-12, 动物科学-7, 电子信息类-(电子信息科学与技术、自动化)-6, 植物保护-6, 机械类-(工业设计、车辆工程、机械工程)-4, 中药学-3, 应用化学-3, 水产养殖学-3, 农学-3, 园艺-3, 草坪科学与工程-3, 智慧农业-3, 农业电气化-2, 生物科学-(生物学基地班)-2, 农业智能装备工程-2, 信息与计算科学-2, 生物育种科学-2, 统计学-2, 计算机科学与技术-1",,,93.0,,
南京农业大学,南京农业大学,教育部,江苏,南京,,,双一流,农林,本科,公办,江西,本科批,首选物理,561,首选物理 再选不限,"日语-(国家专项)-2, 英语-(外语语种要求：英语。)(外语语种:英语)(国家专项)-2, 社会学类-(法学、社会学、旅游管理、农村区域发展)(国家专项)-1",,,5.0,,
南京农业大学,南京农业大学,教育部,江苏,南京,,,双一流,农林,本科,公办,江西,本科批,首选物理,562,首选物理 再选化学,"植物保护-(国家专项)-5, 环境科学与工程类-(环境工程、环境科学、农业资源与环境、生态学)(国家专项)-3, 中药学-(国家专项)-2, 机械类-(工业设计、车辆工程、机械工程)(国家专项)-2, 动物科学-(国家专项)-2, 农业机械化及其自动化-(国家专项)-1",,,15.0,,
南京林业大学,南京林业大学,江苏省,江苏,南京,,,双一流,农林,本科,公办,江西,本科批,首选物理,501,首选物理 再选不限,农林经济管理-(办学地点：一、二年级在南京白马校区学习，三年级起在南京新庄校区学习)-2,,,2.0,,
南京林业大学,南京林业大学,江苏省,江苏,南京,,,双一流,农林,本科,公办,江西,本科批,首选物理,502,首选物理 再选化学,"生物信息学-(不招色盲、色弱考生办学地点：一、二年级在南京白马校区学习，三年级起在南京新庄校区学习)-4, 野生动物与自然保护区管理-(不招色盲、色弱考生办学地点：一、二年级在南京白马校区学习，三年级起在南京新庄校区学习)-4, 木材科学与工程-(办学地点：一、二年级在南京白马校区学习，三年级起在南京新庄校区学习)-3, 林产化工-(不招色盲、色弱考生办学地点：一、二年级在南京白马校区学习，三年级起在南京新庄校区学习)-3, 林学类-(林学、智慧林业、经济林)(不招色盲、色弱考生办学地点：一、二年级在南京白马校区学习，三年级起在南京新庄校区学习)-3, 环境工程-(不招色盲、色弱考生办学地点：一、二年级在南京白马校区学习，三年级起在南京新庄校区学习)-2, 生态学-(不招色盲、色弱考生办学地点：一、二年级在南京白马校区学习，三年级起在南京新庄校区学习)-2, 生物技术-(不招色盲、色弱考生办学地点：一、二年级在南京白马校区学习，三年级起在南京新庄校区学习)-2, 生物科学-(不招色盲、色弱考生办学地点：一、二年级在南京白马校区学习，三年级起在南京新庄校区学习)-2, 生物工程类-(生物工程、生物制药)(不招色盲、色弱考生办学地点：一、二年级在南京白马校区学习，三年级起在南京新庄校区学习)-2, 化学工程与工艺-(不招色盲、色弱考生办学地点：一、二年级在南京白马校区学习，三年级起在南京新庄校区学习)-2, 材料化学-(不招色盲、色弱考生办学地点：一、二年级在南京白马校区学习，三年级起在南京新庄校区学习)-2, 森林保护-(不招色盲、色弱考生办学地点：一、二年级在南京白马校区学习，三年级起在南京新庄校区学习)-2, 生态修复学-(不招色盲、色弱考生办学地点：一、二年级在南京白马校区学习，三年级起在南京新庄校区学习)-2, 水土保持与荒漠化防治-(办学地点：一、二年级在南京白马校区学习，三年级起在南京新庄校区学习)-2, 园艺-(不招色盲、色弱考生办学地点：一、二年级在南京白马校区学习，三年级起在南京新庄校区学习)-2",,,39.0,,
南京林业大学,南京林业大学,江苏省,江苏,南京,,,双一流,农林,本科,公办,江西,本科批,首选物理,503,首选物理 再选化学,"电子信息工程-(办学地点：一、二年级在南京白马校区学习，三年级起在南京新庄校区学习)-2, 家具设计与工程-(办学地点：一、二年级在南京白马校区学习，三年级起在南京新庄校区学习)-2, 测绘工程-(办学地点：一、二年级在南京白马校区学习，三年级起在南京新庄校区学习)-2, 森林工程-(办学地点：一、二年级在南京白马校区学习，三年级起在南京新庄校区学习)-2, 人工智能-(办学地点：一、二年级在南京白马校区学习，三年级起在南京新庄校区学习)-2, 计算机科学与技术-(办学地点：一、二年级在南京白马校区学习，三年级起在南京新庄校区学习)-2, 给排水科学与工程-(办学地点：一、二年级在南京白马校区学习，三年级起在南京新庄校区学习)-2, 机械设计制造及其自动化-(办学地点：一、二年级在南京白马校区学习，三年级起在南京新庄校区学习)-2, 土木工程-(办学地点：一、二年级在南京白马校区学习，三年级起在南京新庄校区学习)-2, 智能车辆工程-(办学地点：一、二年级在南京白马校区学习，三年级起在南京新庄校区学习)-2, 地理信息科学-(办学地点：一、二年级在南京白马校区学习，三年级起在南京新庄校区学习)-2, 信息与计算科学-(办学地点：一、二年级在南京白马校区学习，三年级起在南京新庄校区学习)-2",,,24.0,,
南京林业大学,南京林业大学,江苏省,江苏,南京,,,双一流,农林,本科,公办,江西,本科批,首选物理,504,首选物理 再选生物,园林-(不招色盲、色弱考生办学地点：一、二年级在南京白马校区学习，三年级起在南京新庄校区学习)-2,,,2.0,,
南京林业大学,南京林业大学,江苏省,江苏,南京,,,双一流,农林,本科,公办,江西,本科批,首选物理,561,首选物理 再选化学,"轻化工程-(不招色盲、色弱考生办学地点：一、二年级在南京白马校区学习，三年级起在南京新庄校区学习)(国家专项)-2, 食品科学与工程类-(食品科学与工程、食品质量与安全)(不招色盲、色弱考生办学地点：一、二年级在南京白马校区学习，三年级起在南京新庄校区学习)(国家专项)-2, 交通运输-(不招色盲考生办学地点：一、二年级在南京白马校区学习，三年级起在南京新庄校区学习)(国家专项)-2, 能源与动力工程-(办学地点：一、二年级在南京白马校区学习，三年级起在南京新庄校区学习)(国家专项)-2",,,8.0,,
淮阴师范学院,淮阴师范学院,江苏省,江苏,淮安,,,,0,本科,公办,江西,本科批,首选物理,501,首选物理 再选化学,"通信工程-8, 纳米材料与技术-4",,,12.0,,
淮阴师范学院,淮阴师范学院,江苏省,江苏,淮安,,,,0,本科,公办,江西,本科批,首选物理,502,首选物理 再选化学,数据科学与大数据技术-4,,,4.0,,
盐城师范学院,盐城师范学院,江苏省,江苏,盐城,,,,0,本科,公办,江西,本科批,首选物理,501,首选物理 再选化学,"软件工程-3, 应用化学-3, 数学与应用数学-(师范类)-2",,,8.0,,
南京财经大学,南京财经大学,江苏省,江苏,南京,,,,财经,本科,公办,江西,本科批,首选物理,501,首选物理 再选不限,"大数据管理与应用-4, 电子商务-3, 物流管理-3, 金融学类-(金融学、投资学、保险学)-2, 工商管理类-(会计学、审计学、财务管理)-2, 法学-2, 工商管理-2, 金融数学-2, 经济学类-(经济统计学、数字经济)-2, 旅游管理-(与南京旅游集团有限责任公司联合培养)-2",,,24.0,,
南京财经大学,南京财经大学,江苏省,江苏,南京,,,,财经,本科,公办,江西,本科批,首选物理,502,首选物理 再选不限,"大数据管理与应用-(中外合作办学)(与新西兰梅西大学合作，4+0模式，建议英语语言能力较高者填报)(中外培养模式：4+0)-4, 经济统计学-(中外合作办学)(与新西兰梅西大学合作，4+0模式，建议英语语言能力较高者填报)(中外培养模式：4+0)-2",,,6.0,,
南京财经大学,南京财经大学,江苏省,江苏,南京,,,,财经,本科,公办,江西,本科批,首选物理,503,首选物理 再选化学,"食品科学与工程类-(食品科学与工程、食品质量与安全、粮食工程)-6, 计算机科学与技术-2, 数学与应用数学-2",,,10.0,,
中国药科大学,中国药科大学,教育部,江苏,南京,,,双一流,医药,本科,公办,江西,本科批,首选物理,501,首选物理 再选化学,药学-(杰出药学家实验班)(不招色盲、色弱考生)-1,,,1.0,,
中国药科大学,中国药科大学,教育部,江苏,南京,,,双一流,医药,本科,公办,江西,本科批,首选物理,502,首选物理 再选化学,"药学类-(药学、药物制剂、药物分析、药物化学)(不招色盲、色弱考生)-26, 中药学类-(中药学、中药资源与开发、中药制药)(不招色盲、色弱考生)-9, 化工与制药类-(制药工程、食品营养与健康、环境科学)(不招色盲、色弱考生)-6, 药学-(拔尖创新班)(不招色盲、色弱考生)-3, 生物医药数据科学-3, 药事管理-3",,,50.0,,
中国药科大学,中国药科大学,教育部,江苏,南京,,,双一流,医药,本科,公办,江西,本科批,首选物理,503,首选物理 再选化学,"海洋药学-(不招色盲、色弱考生)-3, 生物制药-(不招色盲、色弱考生)-3, 临床药学-(五年)(不招色盲、色弱考生)-2, 化妆品科学与技术-(不招色盲、色弱考生)-2, 生物制药-(拔尖创新班)(不招色盲、色弱考生)-2, 生物技术-(不招色盲、色弱考生)-2, 生物统计学-2",,,16.0,,
中国药科大学,中国药科大学,教育部,江苏,南京,,,双一流,医药,本科,公办,江西,本科批,首选物理,504,首选物理 再选化学,药学-(中外合作办学)(不招色盲、色弱考生；第四学年赴英国学习，国外学费另算)-4,,,4.0,,
中国药科大学,中国药科大学,教育部,江苏,南京,,,双一流,医药,本科,公办,江西,本科批,首选物理,561,首选物理 再选不限,经济管理试验班-(医药方向)(工商管理、健康服务与管理、医疗产品管理)(国家专项)-1,,,1.0,,
中国药科大学,中国药科大学,教育部,江苏,南京,,,双一流,医药,本科,公办,江西,本科批,首选物理,562,首选物理 再选化学,"中药学类-(中药学、中药资源与开发、中药制药)(不招色盲、色弱考生)(国家专项)-2, 药事管理-(国家专项)-2, 化工与制药类-(制药工程、食品营养与健康、环境科学)(不招色盲、色弱考生)(国家专项)-2, 药学类-(药学、药物制剂、药物分析、药物化学)(不招色盲、色弱考生)(国家专项)-1, 生物医药数据科学-(国家专项)-1, 生物制药-(不招色盲、色弱考生)(国家专项)-1",,,9.0,,
江苏理工学院,江苏理工学院,江苏省,江苏,常州,,,,0,本科,公办,江西,本科批,首选物理,501,首选物理 再选不限,"商务英语-(外语语种要求：英语。)(外语要求:英语)-3, 应用心理学-2",,,5.0,,
江苏理工学院,江苏理工学院,江苏省,江苏,常州,,,,0,本科,公办,江西,本科批,首选物理,502,首选物理 再选化学,"金属材料工程-6, 工业设计-4, 电气工程及其自动化-4, 环境工程-3, 自动化-3, 资源循环科学与工程-3, 数据科学与大数据技术-2, 数字媒体技术-2, 软件工程-2, 应用化学-2",,,31.0,,
淮安大学,淮安大学,,江苏,淮安,,,,,本科,公办,江西,本科批,首选物理,501,首选物理 再选不限,"金融数学-4, 建筑学-(五年)-3, 经济与金融-2, 国际经济与贸易-2",,,11.0,,
淮安大学,淮安大学,,江苏,淮安,,,,,本科,公办,江西,本科批,首选物理,502,首选物理 再选化学,"食品科学与工程-4, 测控技术与仪器-2, 制药工程-2, 生物工程-2, 城市地下空间工程-2, 自动化-2",,,14.0,,
南京工业职业技术大学,南京工业职业技术大学,江苏省,江苏,南京,,,,0,本科,公办,江西,本科批,首选物理,501,首选物理 再选不限,"飞行器维修工程技术-3, 航空动力装置维修技术-3, 城市轨道交通设备与控制技术-2, 新能源汽车工程技术-2, 机械设计制造及自动化-2, 网络工程技术-2, 航空智能制造技术-2, 装备智能化技术-2, 自动化技术与应用-2, 现代通信工程-2, 电气工程及自动化-1",,,23.0,,
常州工学院,常州工学院,江苏省,江苏,常州,,,,0,本科,公办,江西,本科批,首选物理,501,首选物理 再选化学,"新能源科学与工程-5, 机械设计制造及其自动化-5, 光电信息科学与工程-5, 测控技术与仪器-3, 飞行器制造工程-2",,,20.0,,
苏州工学院,苏州工学院,江苏省,江苏,苏州,,,,,本科,公办,江西,本科批,首选物理,501,首选物理 再选化学,"纺织工程-8, 服装设计与工程-6, 测控技术与仪器-2, 智能制造工程-2, 软件工程-2, 材料科学与工程-2, 应急技术与管理-2, 食品质量与安全-2, 应用化学-2, 机械工程-2, 安全工程-1, 自动化-1, 电子科学与技术-1",,,33.0,,
苏州科技大学,苏州科技大学,江苏省,江苏,苏州,,,,理工,本科,公办,江西,本科批,首选物理,501,首选物理 再选不限,"城乡规划-(五年)-2, 工程管理-2",,,4.0,,
苏州科技大学,苏州科技大学,江苏省,江苏,苏州,,,,理工,本科,公办,江西,本科批,首选物理,502,首选物理 再选不限,"物流管理-(中外合作办学)-4, 工程管理-(中外合作办学)-2",,,6.0,,
苏州科技大学,苏州科技大学,江苏省,江苏,苏州,,,,理工,本科,公办,江西,本科批,首选物理,503,首选物理 再选化学,"土木工程-4, 建筑环境与能源应用工程-2, 材料化学-2, 交通工程-2, 微电子科学与工程-2, 电子信息工程-2, 智能建造-2, 生物工程-2, 通信工程-2, 环境生态工程-2, 应用化学-2",,,24.0,,
苏州科技大学,苏州科技大学,江苏省,江苏,苏州,,,,理工,本科,公办,江西,本科批,首选物理,504,首选物理 再选化学,"机械设计制造及其自动化-(中外合作办学)-4, 土木工程-(中外合作办学)-2",,,6.0,,
泰州学院,泰州学院,江苏省,江苏,泰州,,,,0,本科,公办,江西,本科批,首选物理,501,首选物理 再选化学,"物联网工程-3, 数学与应用数学-(师范类)-3, 制药工程-2, 应用统计学-2",,,10.0,,
南京审计大学,南京审计大学,江苏省,江苏,南京,,,,财经,本科,公办,江西,本科批,首选物理,501,首选物理 再选不限,"审计学-4, 会计学-3, 金融学-2, 内部审计-2, 财务管理-1, 国际经济与贸易-1",,,13.0,,
南京审计大学,南京审计大学,江苏省,江苏,南京,,,,财经,本科,公办,江西,本科批,首选物理,502,首选物理 再选不限,"审计学-(中外合作办学)-4, 金融工程-(中外合作办学)-3, 信息管理与信息系统-(中外合作办学)-2, 工程管理-(中外合作办学)-2",,,11.0,,
南京审计大学,南京审计大学,江苏省,江苏,南京,,,,财经,本科,公办,江西,本科批,首选物理,561,首选物理 再选不限,"财务管理-(国家专项)-2, 金融学-(国家专项)-2, 经济统计学-(国家专项)-2, 会计学-(国家专项)-2, 国际经济与贸易-(国家专项)-2",,,10.0,,
南京工程学院,南京工程学院,江苏省,江苏,南京,,,,理工,本科,公办,江西,本科批,首选物理,501,首选物理 再选不限,"工程管理-3, 大数据管理与应用-3, 工程造价-3, 信息管理与信息系统-3",,,12.0,,
南京工程学院,南京工程学院,江苏省,江苏,南京,,,,理工,本科,公办,江西,本科批,首选物理,502,首选物理 再选化学,"材料类-(材料科学与工程、金属材料工程、高分子材料与工程、复合材料与工程、焊接技术与工程、功能材料)-9, 能源动力类-(能源与动力工程、新能源科学与工程、能源服务工程)-8, 机械类-(机械设计制造及其自动化、机械电子工程、机械工程)-8, 自动化-4, 交通设备与控制工程-4, 能源化学工程-4, 电子信息工程-4, 车辆工程-4, 工业工程-4, 数据科学与大数据技术-3, 城市地下空间工程-3, 软件工程-3, 建筑环境与能源应用工程-2, 储能科学与工程-2, 土木工程-2, 计算机科学与技术-2, 通信工程-2, 电气工程及其自动化-(电力系统及其自动化)-2",,,70.0,,
江苏海洋大学,江苏海洋大学,江苏省,江苏,连云港,,,,0,本科,公办,江西,本科批,首选物理,501,首选物理 再选化学,"高分子材料与工程-2, 环境工程-2, 化学工程与工艺-2, 机械设计制造及其自动化-2, 海洋信息工程-2, 土木工程-2, 安全工程-2, 测绘工程-2, 生物技术-2, 海洋技术-2, 应用气象学-2, 水生动物医学-2, 水产养殖学-2, 计算机科学与技术-1, 电气工程及其自动化-1, 食品质量与安全-1, 新能源科学与工程-1, 光电信息科学与工程-1, 生物工程-1, 信息与计算科学-1, 数学与应用数学-1",,,34.0,,
南京晓庄学院,南京晓庄学院,江苏省,江苏,南京,,,,0,本科,公办,江西,本科批,首选物理,501,首选物理 再选化学,"计算机科学与技术-2, 食品科学与工程-2, 复合材料与工程-2, 应用化学-2, 生物科学-2",,,10.0,,
徐州工程学院,徐州工程学院,江苏省,江苏,徐州,,,,0,本科,公办,江西,本科批,首选物理,501,首选物理 再选不限,"物流工程-2, 工程管理-1",,,3.0,,
徐州工程学院,徐州工程学院,江苏省,江苏,徐州,,,,0,本科,公办,江西,本科批,首选物理,502,首选物理 再选化学,"机械设计制造及其自动化-4, 生物工程-2",,,6.0,,
苏州城市学院,苏州城市学院,江苏省,江苏,苏州,,,,0,本科,公办,江西,本科批,首选物理,501,首选物理 再选化学,"人工智能-5, 信息工程-5, 微电子科学与工程-5",,,15.0,,
