查询院校名称,页面院校名称,主管部门,院校省份,城市,985,211,双一流,类型,层次,性质,省份,批次,科类,专业组,选科要求,专业,最低分,最低位次,人数,批次线差,备注
浙江建设职业技术学院,浙江建设职业技术学院,浙江省,浙江,杭州,,,,理工,专科,公办,江西,专科批,首选物理,501,首选物理 再选不限,"工程造价-3, 建筑经济信息化管理-2, 建筑工程技术-2, 无人机应用技术-(办学地点：绍兴上虞校区)-2, 物联网应用技术-(办学地点：绍兴上虞校区)-2, 市政工程技术-2, 建设工程管理-2, 信息安全技术应用-(办学地点：绍兴上虞校区)-2, 建筑钢结构工程技术-(办学地点：绍兴上虞校区)-2, 智能建造技术-(办学地点：绍兴上虞校区)-1, 建筑设计-(办学地点：绍兴上虞校区)-1, 园林工程技术-(办学地点：绍兴上虞校区)-1, 融媒体技术与运营-(办学地点：绍兴上虞校区)-1",,,23.0,,
江苏城乡建设职业学院,江苏城乡建设职业学院,江苏省,江苏,常州,,,,综合,专科,公办,江西,专科批,首选物理,501,首选物理 再选不限,"计算机网络技术-2, 道路与桥梁工程技术-2, 大数据与会计-2",,,6.0,,
浙江工贸职业技术学院,浙江工贸职业技术学院,浙江省,浙江,温州,,,,综合,专科,公办,江西,专科批,首选物理,501,首选物理 再选不限,"环境工程技术-2, 无人机应用技术-2, 鞋类设计与工艺-1, 大数据与会计-1, 大数据技术-1, 人工智能技术应用-1, 电子信息工程技术-1, 智能网联汽车技术-1, 视觉训练与康复-1, 材料工程技术-1, 新能源汽车技术-1, 数字媒体技术-1, 智能光电制造技术-1, 旅游管理-1, 现代物流管理-1, 市场营销-1",,,18.0,,
江苏旅游职业学院,江苏旅游职业学院,江苏省,江苏,扬州,,,,综合,专科,公办,江西,专科批,首选物理,501,首选物理 再选不限,旅游管理-(减免一年学费)-2,,,2.0,,
江苏财会职业学院,江苏财会职业学院,江苏省,江苏,连云港,,,,财经,专科,公办,江西,专科批,首选物理,501,首选物理 再选不限,"大数据与审计-5, 云计算技术应用-4, 业财数据应用与管理-4, 大数据与会计-4, 网络新闻与传播-3, 金融服务与管理-3, 统计与会计核算-3, 电子商务-3, 融媒体技术与运营-3, 网络直播与运营-3, 财税大数据应用-3, 大数据技术-2, 金融科技应用-2",,,42.0,,
江苏安全技术职业学院,江苏安全技术职业学院,江苏省,江苏,徐州,,,,综合,专科,公办,江西,专科批,首选物理,501,首选物理 再选不限,"云计算技术应用-2, 信息安全技术应用-2, 机电一体化技术-1, 工程安全评价与监理-1, 智能安防运营管理-(不招色盲、色弱考生)-1, 机械制造及自动化-1, 安全技术与管理-(不招色盲、色弱考生)-1, 人工智能技术应用-1, 智能制造装备技术-1, 电梯工程技术-(不招色盲、色弱考生)-1, 网络营销与直播电商-1, 婴幼儿托育服务与管理-1",,,14.0,,
浙江商业职业技术学院,浙江商业职业技术学院,浙江省,浙江,杭州,,,,财经,专科,公办,江西,专科批,首选物理,501,首选物理 再选不限,"计算机网络技术-2, 物联网应用技术-2, 现代物流管理-2, 金融科技应用-2, 连锁经营与管理-1, 大数据与会计-1, 应用电子技术-1, 财富管理-1, 导游-(国际旅游)-1, 智能物流技术-1, 商务数据分析与应用-1, 酒店管理与数字化运营-1, 工商企业管理-(数字管理方向)-1",,,17.0,,
温州职业技术学院,温州职业技术大学,浙江省,浙江,温州,,,,综合,专科,公办,江西,专科批,首选物理,501,首选物理 再选不限,"智能网联汽车技术-(瑞安校区就读)-6, 机械设计与制造-(阀门设计与制造)(永嘉校区就读)-6, 无人机应用技术-(永嘉校区就读)-4, 工业互联网应用-4, 电子信息工程技术-3, 大数据技术-3, 商务数据分析与应用-(第一学年在鹿城校区就读，第二学年起在高教园区校区就读)-3, 电子商务-(瑞安校区就读)-2, 信息安全技术应用-2, 软件技术-2, 建筑加固与修复技术-2, 机械设计与制造-2, 建筑工程技术-2",,,41.0,,
台州职业技术学院,台州职业技术学院,浙江省,浙江,台州,,,,综合,专科,公办,江西,专科批,首选物理,501,首选物理 再选不限,大数据与会计-5,,,5.0,,
浙江经贸职业技术学院,浙江经贸职业技术学院,浙江省,浙江,杭州,,,,财经,专科,公办,江西,专科批,首选物理,501,首选物理 再选不限,"食品检验检测技术-2, 食品营养与健康-2, 应用英语-2, 大数据技术-1, 新能源汽车技术-1, 智能光电制造技术-1, 药品生物技术-1, 工业机器人技术-1, 农产品加工与质量检测-1, 国际经济与贸易-1",,,13.0,,
浙江国际海运职业技术学院,浙江国际海运职业技术学院,浙江省,浙江,舟山,,,,理工,专科,公办,江西,专科批,首选物理,501,首选物理 再选不限,"航海技术-7, 油气储运技术-5, 轮机工程技术-5, 船舶电子电气技术-2, 石油化工技术-2, 应用化工技术-2",,,23.0,,
温州科技职业学院,温州科技职业学院,浙江省,浙江,温州,,,,农林,专科,公办,江西,专科批,首选物理,501,首选物理 再选不限,"智能控制技术-3, 计算机网络技术-3, 连锁经营与管理-3, 动物医学-2",,,11.0,,
浙江农业商贸职业学院,浙江农业商贸职业学院,浙江省,浙江,绍兴,,,,综合,专科,公办,江西,专科批,首选物理,501,首选物理 再选不限,大数据与会计-4,,,4.0,,
浙江农业商贸职业学院,浙江农业商贸职业学院,浙江省,浙江,绍兴,,,,综合,专科,公办,江西,专科批,首选物理,502,首选物理 再选不限,会展策划与管理-4,,,4.0,,
浙江农业商贸职业学院,浙江农业商贸职业学院,浙江省,浙江,绍兴,,,,综合,专科,公办,江西,专科批,首选物理,503,首选物理 再选不限,人工智能技术应用-4,,,4.0,,
浙江农业商贸职业学院,浙江农业商贸职业学院,浙江省,浙江,绍兴,,,,综合,专科,公办,江西,专科批,首选物理,504,首选物理 再选不限,农村电子商务-3,,,3.0,,
浙江金融职业学院,浙江金融职业学院,浙江省,浙江,杭州,,,,财经,专科,公办,江西,专科批,首选物理,501,首选物理 再选不限,"金融科技应用-(绍兴校区)-3, 大数据与会计-2, 金融服务与管理-2, 国际经济与贸易-2, 云计算技术应用-(绍兴校区)-2, 人工智能技术应用-(绍兴校区)-2, 保险实务-(绍兴校区)-2",,,15.0,,
湖州职业技术学院,湖州职业技术学院,浙江省,浙江,湖州,,,,综合,专科,公办,江西,专科批,首选物理,501,首选物理 再选不限,"软件技术-10, 新能源装备技术-10, 新能源汽车技术-10, 机电一体化技术-5, 大数据与会计-5",,,40.0,,
浙江经济职业技术学院,浙江经济职业技术学院,浙江省,浙江,杭州,,,,财经,专科,公办,江西,专科批,首选物理,501,首选物理 再选不限,现代物流管理-2,,,2.0,,
浙江经济职业技术学院,浙江经济职业技术学院,浙江省,浙江,杭州,,,,财经,专科,公办,江西,专科批,首选物理,502,首选物理 再选不限,新能源汽车技术-2,,,2.0,,
浙江经济职业技术学院,浙江经济职业技术学院,浙江省,浙江,杭州,,,,财经,专科,公办,江西,专科批,首选物理,503,首选物理 再选不限,电子商务-2,,,2.0,,
浙江经济职业技术学院,浙江经济职业技术学院,浙江省,浙江,杭州,,,,财经,专科,公办,江西,专科批,首选物理,504,首选物理 再选不限,大数据与财务管理-2,,,2.0,,
浙江经济职业技术学院,浙江经济职业技术学院,浙江省,浙江,杭州,,,,财经,专科,公办,江西,专科批,首选物理,505,首选物理 再选不限,数字媒体技术-3,,,3.0,,
浙江经济职业技术学院,浙江经济职业技术学院,浙江省,浙江,杭州,,,,财经,专科,公办,江西,专科批,首选物理,506,首选物理 再选不限,国际经济与贸易-2,,,2.0,,
衢州职业技术学院,衢州职业技术学院,浙江省,浙江,衢州,,,,综合,专科,公办,江西,专科批,首选物理,501,首选物理 再选不限,"中药学-(无色盲、色弱)-10, 护理-(无色盲、色弱)-10, 应用化工技术-(无色盲、色弱)-10, 化工智能制造技术-(无色盲、色弱)-10, 电气自动化技术-10, 物联网应用技术-10, 大数据技术-10, 飞行器维修技术-10, 新能源汽车技术-10, 工业机器人技术-7, 化工装备技术-(无色盲、色弱)-3, 人工智能技术应用-3",,,103.0,,
合肥通用职业技术学院,合肥通用职业技术学院,安徽省,安徽,合肥,,,,理工,专科,公办,江西,专科批,首选物理,501,首选物理 再选不限,"安全技术与管理-2, 计量测试与应用技术-1",,,3.0,,
浙江安防职业技术学院,浙江安防职业技术学院,浙江省,浙江,温州,,,,理工,专科,公办,江西,专科批,首选物理,501,首选物理 再选不限,"区块链技术应用-4, 安全防范技术-3, 安全智能监测技术-3, 市场营销-3, 无人机应用技术-2, 智能建造技术-2, 工程安全评价与监理-2",,,19.0,,
淮北职业技术学院,淮北职业技术学院,安徽省,安徽,淮北,,,,综合,专科,公办,江西,专科批,首选物理,501,首选物理 再选不限,"计算机应用技术-8, 大数据与会计-8, 机电一体化技术-6, 建筑工程技术-6",,,28.0,,
滁州职业技术学院,滁州职业技术学院,安徽省,安徽,滁州,,,,综合,专科,公办,江西,专科批,首选物理,501,首选物理 再选不限,"新能源汽车技术-5, 应用化工技术-5",,,10.0,,
淮南职业技术学院,淮南职业技术学院,安徽省,安徽,淮南,,,,理工,专科,公办,江西,专科批,首选物理,501,首选物理 再选不限,"护理-5, 学前教育-(师范类)-5",,,10.0,,
安徽警官职业学院,安徽警官职业学院,安徽省,安徽,合肥,,,,政法,专科,公办,江西,专科批,首选物理,501,首选物理 再选不限,法律事务-2,,,2.0,,
安徽交通职业技术学院,安徽交通职业技术学院,安徽省,安徽,合肥,,,,理工,专科,公办,江西,专科批,首选物理,501,首选物理 再选不限,道路与桥梁工程技术-20,,,20.0,,
安徽交通职业技术学院,安徽交通职业技术学院,安徽省,安徽,合肥,,,,理工,专科,公办,江西,专科批,首选物理,502,首选物理 再选不限,无人机应用技术-10,,,10.0,,
阜阳职业技术学院,阜阳职业技术学院,安徽省,安徽,阜阳,,,,理工,专科,公办,江西,专科批,首选物理,501,首选物理 再选不限,"陶瓷制造技术与工艺-3, 药学-2, 护理-2, 绿色食品生产技术-2, 电子商务-2, 网络营销与直播电商-2",,,13.0,,
安徽冶金科技职业学院,安徽冶金科技职业学院,安徽省,安徽,马鞍山,,,,0,专科,公办,江西,专科批,首选物理,501,首选物理 再选不限,"钢铁智能冶金技术-3, 城市轨道交通机电技术-3, 护理-3, 酒店管理与数字化运营-2",,,11.0,,
安徽中医药高等专科学校,安徽中医药高等专科学校,安徽省,安徽,芜湖,,,,医药,专科,公办,江西,专科批,首选物理,501,首选物理 再选不限,"护理-(不招色盲、色弱考生)-2, 中医康复技术-(不招色盲、色弱考生)-2, 医学检验技术-(不招色盲、色弱考生)-2, 药学-(不招色盲、色弱考生)-2, 临床医学-(不招色盲、色弱考生)-2, 中药学-(不招色盲、色弱考生)-2, 中医学-(不招色盲、色弱考生)-1, 药品质量与安全-(不招色盲、色弱考生)-1, 医学影像技术-(不招色盲、色弱考生)-1, 中药制药-(不招色盲、色弱考生)-1",,,16.0,,
合肥职业技术学院,合肥职业技术学院,安徽省,安徽,合肥,,,,综合,专科,公办,江西,专科批,首选物理,501,首选物理 再选不限,工程造价-5,,,5.0,,
安庆职业技术学院,安庆职业技术学院,安徽省,安徽,安庆,,,,理工,专科,公办,江西,专科批,首选物理,501,首选物理 再选不限,"植物保护与检疫技术-5, 机电一体化技术-5, 人工智能技术应用-5, 建筑工程技术-4, 建筑装饰工程技术-3, 计算机网络技术-3, 跨境电子商务-1",,,26.0,,
马鞍山师范高等专科学校,马鞍山师范高等专科学校,安徽省,安徽,马鞍山,,,,师范,专科,公办,江西,专科批,首选物理,501,首选物理 再选不限,跨境电子商务-2,,,2.0,,
安徽新闻出版职业技术学院,安徽新闻出版职业技术学院,安徽省,安徽,合肥,,,,综合,专科,公办,江西,专科批,首选物理,501,首选物理 再选不限,"印刷媒体技术-2, 信息安全技术应用-2, 智能控制技术-2, 物联网应用技术-2, 工程造价-2",,,10.0,,
滁州城市职业学院,滁州城市职业学院,安徽省,安徽,滁州,,,,综合,专科,公办,江西,专科批,首选物理,501,首选物理 再选不限,"医学美容技术-10, 护理-10, 临床医学-5",,,25.0,,
安徽汽车职业技术学院,安徽汽车职业技术学院,安徽省,安徽,合肥,,,,0,专科,公办,江西,专科批,首选物理,501,首选物理 再选不限,"新能源汽车技术-10, 汽车检测与维修技术-8, 汽车技术服务与营销-6, 机电一体化技术-6",,,30.0,,
安徽国际商务职业学院,安徽国际商务职业学院,安徽省,安徽,合肥,,,,财经,专科,公办,江西,专科批,首选物理,501,首选物理 再选不限,"大数据与会计-4, 电子商务-3, 计算机应用技术-2, 旅游管理-2, 国际商务-2, 酒店管理与数字化运营-2, 移动商务-2, 市场营销-2, 商务英语-(外语要求:不限)-1",,,20.0,,
合肥幼儿师范高等专科学校,合肥幼儿师范高等专科学校,安徽省,安徽,合肥,,,,师范,专科,公办,江西,专科批,首选物理,501,首选物理 再选不限,"智慧健康养老服务与管理-2, 学前教育-(师范类)(不招色盲、色弱考生)-2, 特殊教育-(师范类)(不招色盲、色弱考生)-2, 早期教育-(师范类)-1",,,7.0,,
皖北卫生职业学院,皖北卫生职业学院,安徽省,安徽,宿州,,,,0,专科,公办,江西,专科批,首选物理,501,首选物理 再选不限,"药学-(不招色盲、色弱考生)-5, 临床医学-(不招色盲、色弱考生)-5, 护理-(不招色盲、色弱考生)-5",,,15.0,,
福建林业职业技术学院,福建林业职业技术学院,福建省,福建,南平,,,,农林,专科,公办,江西,专科批,首选物理,502,首选物理 再选不限,"机械制造及自动化-6, 道路与桥梁工程技术-5, 智能建造技术-5, 无人机应用技术-4, 林业技术-4, 市政工程技术-3, 大数据与财务管理-3, 工程造价-3, 建筑室内设计-3, 风景园林设计-3, 软件技术-2, 网络营销与直播电商-2, 新闻采编与制作-2, 云计算技术应用-2, 数字媒体技术-2, 旅游管理-1",,,50.0,,
皖西卫生职业学院,皖西卫生职业学院,安徽省,安徽,六安,,,,0,专科,公办,江西,专科批,首选物理,501,首选物理 再选不限,护理-(不招色盲、色弱考生)-5,,,5.0,,
安徽卫生健康职业学院,安徽卫生健康职业学院,安徽省,安徽,池州,,,,0,专科,公办,江西,专科批,首选物理,501,首选物理 再选不限,"护理-8, 临床医学-5, 医学检验技术-3, 预防医学-3, 药学-2, 职业健康安全技术-2",,,23.0,,
闽北职业技术学院,闽北职业技术学院,福建省,福建,南平,,,,综合,专科,公办,江西,专科批,首选物理,501,首选物理 再选不限,"智能控制技术-6, 旅游管理-2",,,8.0,,
厦门海洋职业技术学院,厦门海洋职业技术学院,福建省,福建,厦门,,,,综合,专科,公办,江西,专科批,首选物理,501,首选物理 再选不限,"模具设计与制造-3, 数控技术-3, 机械设计与制造-3, 水产养殖技术-3, 物联网应用技术-2, 环境监测技术-2, 智能光电技术应用-2, 制冷与空调技术-1, 跨境电子商务-1, 海洋工程装备技术-1, 港口机械与智能控制-1, 工业机器人技术-1, 现代物流管理-1",,,24.0,,
泉州经贸职业技术学院,泉州经贸职业技术学院,福建省,福建,泉州,,,,财经,专科,公办,江西,专科批,首选物理,501,首选物理 再选不限,"大数据与财务管理-8, 大数据与会计-6, 财富管理-5, 空中乘务-(身体条件要求见招生章程)-5, 大数据技术-4",,,28.0,,
福建船政交通职业学院,福建船政交通职业学院,福建省,福建,福州,,,,理工,专科,公办,江西,专科批,首选物理,502,首选物理 再选不限,"安全技术与管理-2, 机电一体化技术-2, 通用航空器维修-2, 空中乘务-(身体要求详见我校招生章程)-2, 新能源汽车技术-2, 建设工程管理-2, 建筑工程技术-2, 应急救援技术-2, 国际邮轮乘务管理-2, 船舶工程技术-2, 城市轨道交通工程技术-2",,,22.0,,
漳州职业技术学院,漳州职业技术学院,福建省,福建,漳州,,,,综合,专科,公办,江西,专科批,首选物理,501,首选物理 再选不限,"软件技术-2, 食品质量与安全-2, 电子信息工程技术-2, 环境工程技术-2, 食品智能加工技术-2, 农产品加工与质量检测-2",,,12.0,,
闽西职业技术学院,闽西职业技术学院,福建省,福建,龙岩,,,,综合,专科,公办,江西,专科批,首选物理,501,首选物理 再选不限,"软件技术-45, 药学-5, 工程造价-5, 计算机应用技术-5, 环境工程技术-5, 应用化工技术-3, 建筑室内设计-3",,,71.0,,
福建水利电力职业技术学院,福建水利电力职业技术学院,福建省,福建,三明,,,,理工,专科,公办,江西,专科批,首选物理,501,首选物理 再选不限,"铁道供电技术-5, 城市轨道交通机电技术-5, 电力系统自动化技术-4, 城市轨道交通运营管理-3, 机电一体化技术-3, 智能水务管理-3, 计算机应用技术-3",,,26.0,,
福州职业技术学院,福州职业技术学院,福建省,福建,福州,,,,综合,专科,公办,江西,专科批,首选物理,501,首选物理 再选不限,"智能网联汽车技术-3, 财富管理-2, 飞机机电设备维修-2, 软件技术-1",,,8.0,,
福建农业职业技术学院,福建农业职业技术学院,福建省,福建,福州,,,,农林,专科,公办,江西,专科批,首选物理,501,首选物理 再选不限,环境工程技术-6,,,6.0,,
三明医学科技职业学院,三明医学科技职业学院,福建省,福建,三明,,,,综合,专科,公办,江西,专科批,首选物理,501,首选物理 再选不限,"护理-(不招色盲、色弱考生)-4, 药学-(不招色盲、色弱考生)-3, 烹饪工艺与营养-3, 康复治疗技术-(不招色盲、色弱考生)-2, 针灸推拿-(不招色盲、色弱考生)-2, 老年保健与管理-2, 会计信息管理-2, 体育保健与康复-2, 大数据与会计-2, 早期教育-(师范类)-2, 现代物流管理-2, 视觉传达设计-2, 纺织品检验与贸易-2, 数控技术-2, 数字媒体艺术设计-2, 中小企业创业与经营-2, 市场营销-2, 数字化染整技术-2, 酒店管理与数字化运营-2, 婴幼儿托育服务与管理-2, 环境监测技术-2, 医学检验技术-(不招色盲、色弱考生)-1, 临床医学-(不招色盲、色弱考生)-1, 工程造价-1, 现代纺织技术-1, 药物制剂技术-(不招色盲、色弱考生)-1",,,51.0,,
湄洲湾职业技术学院,湄洲湾职业技术学院,福建省,福建,莆田,,,,理工,专科,公办,江西,专科批,首选物理,501,首选物理 再选不限,"智能建造技术-10, 大数据与会计-10, 无人机应用技术-(国防教育方向，女生慎报，详见招生章程。)-5, 计算机应用技术-(国防教育方向，女生慎报，详见招生章程。)-5",,,30.0,,
漳州城市职业学院,漳州城市职业学院,福建省,福建,漳州,,,,综合,专科,公办,江西,专科批,首选物理,501,首选物理 再选不限,"食品检验检测技术-1, 食品营养与健康-1, 应用电子技术-1, 小学英语教育-(师范类)-1, 小学教育-(师范类)-1, 智能产品开发与应用-1, 融媒体技术与运营-1",,,7.0,,
厦门城市职业学院,厦门城市职业学院,福建省,福建,厦门,,,,综合,专科,公办,江西,专科批,首选物理,501,首选物理 再选不限,"数控技术-4, 建筑工程技术-4, 云计算技术应用-4, 市政工程技术-4, 智能产品开发与应用-3, 城市轨道交通运营管理-3, 飞机机电设备维修-3, 商务数据分析与应用-2, 跨境电子商务-2, 大数据与会计-2",,,31.0,,
泉州工艺美术职业学院,泉州工艺美术职业学院,福建省,福建,泉州,,,,艺术,专科,公办,江西,专科批,首选物理,501,首选物理 再选不限,"工业设计-5, 陶瓷制造技术与工艺-5, 增材制造技术-5",,,15.0,,
漳州卫生职业学院,漳州卫生职业学院,福建省,福建,漳州,,,,医药,专科,公办,江西,专科批,首选物理,501,首选物理 再选不限,"药学-6, 护理-6, 眼视光技术-5, 口腔医学-4, 临床医学-4, 医学检验技术-4, 中药学-4, 医学影像技术-4",,,37.0,,
闽江师范高等专科学校,闽江师范高等专科学校,福建省,福建,福州,,,,师范,专科,公办,江西,专科批,首选物理,501,首选物理 再选不限,"食品药品监督管理-3, 工业软件开发技术-2, 大数据技术-2, 现代教育技术-(师范类)-1, 信息安全技术应用-1, 汽车制造与试验技术-1",,,10.0,,
闽江师范高等专科学校,闽江师范高等专科学校,福建省,福建,福州,,,,师范,专科,公办,江西,专科批,首选物理,502,首选物理 再选不限,护理-(不招色盲、色弱考生)-3,,,3.0,,
上饶幼儿师范高等专科学校,上饶幼儿师范高等专科学校,江西省,江西,上饶,,,,0,专科,公办,江西,专科批,首选物理,501,首选物理 再选不限,"信息安全技术应用-87, 计算机网络技术-76, 跨境电子商务-50, 婴幼儿托育服务与管理-47, 小学科学教育-(师范类)-42, 应用英语-36, 学前教育-(师范类)-33, 研学旅行管理与服务-32, 小学教育-(师范类)-28, 智慧旅游技术应用-22, 智慧健康养老服务与管理-20, 小学英语教育-(师范类)-19, 早期教育-(师范类)-6",,,498.0,,
上饶幼儿师范高等专科学校,上饶幼儿师范高等专科学校,江西省,江西,上饶,,,,0,专科,公办,江西,专科批,首选物理,502,首选物理 再选不限,学前教育-(中外合作办学)(师范类)-20,,,20.0,,
江西艺术职业学院,江西艺术职业学院,江西省,江西,南昌,,,,艺术,专科,公办,江西,专科批,首选物理,502,首选物理 再选不限,"网络直播与运营-42, 网络新闻与传播-22, 产品艺术设计-16, 研学旅行管理与服务-16, 环境艺术设计-15, 空中乘务-15, 影视编导-13, 婴幼儿托育服务与管理-10, 游戏艺术设计-8, 文物修复与保护-7, 舞台艺术设计与制作-5, 影视照明技术与艺术-5, 人物形象设计-4, 书画艺术-(书法)-3",,,181.0,,
江西司法警官职业学院,江西司法警官职业学院,江西省,江西,南昌,,,,政法,专科,公办,江西,专科批,首选物理,502,首选物理 再选不限,"信息安全技术应用-94, 计算机应用技术-74, 无人机应用技术-35",,,203.0,,
江西司法警官职业学院,江西司法警官职业学院,江西省,江西,南昌,,,,政法,专科,公办,江西,专科批,首选物理,503,首选物理 再选不限,"法律事务-209, 行政管理-105, 大数据与会计-66, 密码技术应用-48, 社区管理与服务-46, 法律文秘-39, 应急救援技术-25, 新闻采编与制作-18",,,556.0,,
抚州幼儿师范高等专科学校,抚州幼儿师范高等专科学校,江西省,江西,抚州,,,,0,专科,公办,江西,专科批,首选物理,501,首选物理 再选不限,"工业软件开发技术-(不招不能准确在显示器上识别红、黄、绿、兰、紫各颜色中任何一种颜色的数码、字母者。收费标准暂定，最终以上级相关单位文件批复为准，如有最新收费标准，则按文件执行。)-120, 人工智能技术应用-(不招不能准确在显示器上识别红、黄、绿、兰、紫各颜色中任何一种颜色的数码、字母者。收费标准暂定，最终以上级相关单位文件批复为准，如有最新收费标准，则按文件执行。)-110, 工业互联网技术-(不招不能准确在显示器上识别红、黄、绿、兰、紫各颜色中任何一种颜色的数码、字母者。收费标准暂定，最终以上级相关单位文件批复为准，如有最新收费标准，则按文件执行。)-90, 婴幼儿托育服务与管理-(收费标准暂定，最终以上级相关单位文件批复为准，如有最新收费标准，则按文件执行。)-85, 计算机应用技术-(不招不能准确在显示器上识别红、黄、绿、兰、紫各颜色中任何一种颜色的数码、字母者。收费标准暂定，最终以上级相关单位文件批复为准，如有最新收费标准，则按文件执行。)-80, 汽车制造与试验技术-(收费标准暂定，最终以上级相关单位文件批复为准，如有最新收费标准，则按文件执行。)-75, 新能源汽车技术-(收费标准暂定，最终以上级相关单位文件批复为准，如有最新收费标准，则按文件执行。)-75, 移动应用开发-(不招不能准确在显示器上识别红、黄、绿、兰、紫各颜色中任何一种颜色的数码、字母者。收费标准暂定，最终以上级相关单位文件批复为准，如有最新收费标准，则按文件执行。)-70, 跨境电子商务-(收费标准暂定，最终以上级相关单位文件批复为准，如有最新收费标准，则按文件执行。)-52, 小学数学教育-(师范类)(收费标准暂定，最终以上级相关单位文件批复为准，如有最新收费标准，则按文件执行。)-35, 小学科学教育-(师范类)(收费标准暂定，最终以上级相关单位文件批复为准，如有最新收费标准，则按文件执行。)-35, 艺术教育-(美术方向)(师范类)(不招色觉异常II度(俗称色盲)考生。收费标准暂定，最终以上级相关单位文件批复为准，如有最新收费标准，则按文件执行。)-15, 艺术教育-(舞蹈方向)(师范类)(收费标准暂定，最终以上级相关单位文件批复为准，如有最新收费标准，则按文件执行。)-15, 小学英语教育-(师范类)(收费标准暂定，最终以上级相关单位文件批复为准，如有最新收费标准，则按文件执行。)-15, 小学语文教育-(师范类)(收费标准暂定，最终以上级相关单位文件批复为准，如有最新收费标准，则按文件执行。)-15, 现代教育技术-(师范类)(收费标准暂定，最终以上级相关单位文件批复为准，如有最新收费标准，则按文件执行。)-12, 美容美体艺术-(收费标准暂定，最终以上级相关单位文件批复为准，如有最新收费标准，则按文件执行。)-10",,,909.0,,
鹰潭职业技术学院,鹰潭职业技术学院,江西省,江西,鹰潭,,,,综合,专科,公办,江西,专科批,首选物理,501,首选物理 再选不限,"机电一体化技术-122, 计算机应用技术-105, 材料成型及控制技术-72, 工业机器人技术-70, 物联网应用技术-55, 数字媒体技术-33, 婴幼儿托育服务与管理-28, 大数据与会计-20, 电子商务-15, 小学教育-(师范类)-15, 旅游管理-15, 学前教育-(师范类)-5",,,555.0,,
泉州幼儿师范高等专科学校,泉州幼儿师范高等专科学校,福建省,福建,泉州,,,,师范,专科,公办,江西,专科批,首选物理,501,首选物理 再选不限,学前教育-(师范类)(第一年就读永春校区)-2,,,2.0,,
泉州幼儿师范高等专科学校,泉州幼儿师范高等专科学校,福建省,福建,泉州,,,,师范,专科,公办,江西,专科批,首选物理,502,首选物理 再选不限,早期教育-(师范类)(第一年就读永春校区)-1,,,1.0,,
泉州幼儿师范高等专科学校,泉州幼儿师范高等专科学校,福建省,福建,泉州,,,,师范,专科,公办,江西,专科批,首选物理,503,首选物理 再选不限,小学英语教育-(师范类)(第一年就读永春校区)-7,,,7.0,,
泉州幼儿师范高等专科学校,泉州幼儿师范高等专科学校,福建省,福建,泉州,,,,师范,专科,公办,江西,专科批,首选物理,504,首选物理 再选不限,智慧健康养老服务与管理-(第一年就读永春校区)-5,,,5.0,,
泉州幼儿师范高等专科学校,泉州幼儿师范高等专科学校,福建省,福建,泉州,,,,师范,专科,公办,江西,专科批,首选物理,505,首选物理 再选不限,心理健康教育-(师范类)(第一年就读永春校区)-3,,,3.0,,
江西环境工程职业学院,江西环境工程职业学院,江西省,江西,赣州,,,,农林,专科,公办,江西,专科批,首选物理,501,首选物理 再选不限,"林业技术-84, 大数据与会计-60, 环境监测技术-45, 园林技术-40, 家具设计与制造-35, 环境工程技术-32, 工程造价-28, 人工智能技术应用-27, 工业设计-27, 园艺技术-27, 无人机测绘技术-26, 电子商务-26, 动漫制作技术-(办学地点：龙南校区)-24, 电气自动化技术-24, 食品检验检测技术-24, 旅游管理-23, 酒店管理与数字化运营-23, 汽车检测与维修技术-22, 软件技术-22, 商务英语-(外语要求:不限)-22, 物联网应用技术-(办学地点：龙南校区)-21, 现代通信技术-21, 现代物流管理-20, 室内艺术设计-20, 智能建造技术-20, 森林生态旅游与康养-18, 信息安全技术应用-18, 水土保持技术-(办学地点：龙南校区)-17, 服装设计与工艺-17, 纺织品检验与贸易-16, 智能产品开发与应用-16, 木业产品设计与制造-16, 移动互联应用技术-16, 数控技术-(办学地点：龙南校区)-16, 工业机器人技术-14, 电子信息工程技术-13, 机械制造及自动化-13, 学前教育-(师范类)-11, 绿色低碳技术-10, 绿色食品生产技术-8, 林草生态保护与修复-8, 数字媒体技术-8, 建筑室内设计-7, 机电一体化技术-6, 中草药栽培与加工技术-5, 资产评估与管理-4, 新能源汽车技术-4",,,1004.0,,
江西环境工程职业学院,江西环境工程职业学院,江西省,江西,赣州,,,,农林,专科,公办,江西,专科批,首选物理,502,首选物理 再选不限,风景园林设计-(中外合作办学)-22,,,22.0,,
江西陶瓷工艺美术职业技术学院,江西陶瓷工艺美术职业技术学院,江西省,江西,景德镇,,,,艺术,专科,公办,江西,专科批,首选物理,501,首选物理 再选不限,"材料工程技术-175, 机电一体化技术-118, 工业机器人技术-80, 陶瓷制造技术与工艺-75, 网络营销与直播电商-68, 云计算技术应用-64, 电子商务-53, 虚拟现实技术应用-50, 数字媒体技术-50, 无人机应用技术-44, 区块链技术应用-42, 物联网应用技术-39, 服装设计与工艺-33, 工业设计-33, 文物修复与保护-33, 智慧健康养老服务与管理-33, 动漫制作技术-33, 人工智能技术应用-32, 市场营销-30, 社会体育-30, 婴幼儿托育服务与管理-28, 大数据与会计-28, 家具设计与制造-15",,,1186.0,,
